1588738077.095023;2020-05-06 12:07:57;SmartBlkTrade;Research Data Scientist / Big Data Engineer, AI Dept;https://www.indeed.hk/rc/clk?jk=34710819bd9e8c4c&fccid=afefea0edad5ffb5&vjs=3;https://hk.indeed.com/viewjob?jk=34710819bd9e8c4c&from=serp&vjs=3;NA;NA;NA;NA;NA
1588738077.095023;2020-05-06 12:07:57;China Citic Bank International;Data Scientist;https://www.indeed.hk/rc/clk?jk=8d8e2762a3327031&fccid=94431f42f43dd27b&vjs=3;https://hk.indeed.com/viewjob?jk=8d8e2762a3327031&from=serp&vjs=3;NA;NA;NA;NA;NA
1588738077.095023;2020-05-06 12:07:57;FNA;Data Scientist;https://www.indeed.hk/rc/clk?jk=2e548a239066d4dc&fccid=be673821c44914d0&vjs=3;https://hk.indeed.com/viewjob?jk=2e548a239066d4dc&from=serp&vjs=3;NA;NA;NA;NA;NA
1588738077.095023;2020-05-06 12:07:57;Manulife;Data Integrator;https://www.indeed.hk/rc/clk?jk=46d4e327c2e0c8d3&fccid=935bdcc8ea6ea513&vjs=3;https://hk.indeed.com/viewjob?jk=46d4e327c2e0c8d3&from=serp&vjs=3;NA;NA;NA;NA;NA
1588738077.095023;2020-05-06 12:07:57;First Choice (Hong Kong) Medical Laboratory Limite...;Research Scientist;https://www.indeed.hk/rc/clk?jk=cb8beea7270632cf&fccid=b4ada5c8d4effcd4&vjs=3;https://hk.indeed.com/viewjob?jk=cb8beea7270632cf&from=serp&vjs=3;NA;NA;NA;NA;NA
1588738077.095023;2020-05-06 12:07:57;Neo Derm Ltd.;Data Scientist;https://www.indeed.hk/rc/clk?jk=44f68840b8c548b3&fccid=acdd7980231ab028&vjs=3;https://hk.indeed.com/viewjob?jk=44f68840b8c548b3&from=serp&vjs=3;NA;NA;NA;NA;NA
1588738077.095023;2020-05-06 12:07:57;Emerging Viral Diagnostics (HK) Limited;Research Scientist;https://www.indeed.hk/rc/clk?jk=3b27c37ba2caf7be&fccid=90e425d44574e282&vjs=3;https://hk.indeed.com/viewjob?jk=3b27c37ba2caf7be&from=serp&vjs=3;NA;NA;NA;NA;NA
1588738077.095023;2020-05-06 12:07:57;Bank of China (Hong Kong);AML Data Scientist;https://www.indeed.hk/rc/clk?jk=98e507e836860882&fccid=82a924ef8a1e6217&vjs=3;https://hk.indeed.com/viewjob?jk=98e507e836860882&from=serp&vjs=3;NA;NA;NA;NA;NA
1588738077.095023;2020-05-06 12:07:57;Match Talent;Data Scientist (Machine Learning);https://www.indeed.hk/rc/clk?jk=d282f2ec4b75875d&fccid=4da850c42dac5cb0&vjs=3;https://hk.indeed.com/viewjob?jk=d282f2ec4b75875d&from=serp&vjs=3;NA;NA;NA;NA;NA
1588738077.095023;2020-05-06 12:07:57;Hai Kang Life Corporation Ltd;Research Scientist;https://www.indeed.hk/rc/clk?jk=6554196a4124549d&fccid=1f7c4dc4b94d4995&vjs=3;https://hk.indeed.com/viewjob?jk=6554196a4124549d&from=serp&vjs=3;NA;NA;NA;NA;NA
